ORDER_or_GROUP,FAMILY,GENUS,SPECIES,Sex,stage_found,alive,concatcomments,nest_id,Ascosphaera_screened,ASCO_ID,Ascosphaera,wt_mg,Hotel_Type,Hole_Diameter,Replicate,Cell_Position,Study,Country,State,County,Town,lat,lon,last_update,number_of_specimens,id,pcr_asco,Collected_From,species_switch_in_nest,pantrap_site,Location_Code,Landscape.Type
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,JM;119;;;,119,1,,NA,72.3,wood,8,2,2,Osmia across Virginia,USA,Va.,Clarke,White Post,39.059141,-78.117788,43558,1,1273,0,Trap Nest,,y,TMH,A
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,JM;119;;;,119,1,,NA,53.6,wood,8,2,1,Osmia across Virginia,USA,Va.,Clarke,White Post,39.059141,-78.117788,43558,1,1274,0,Trap Nest,,y,TMH,A
,,,.,,,no,pollen debris;120;;;,120,NA,,NA,NA,wood,6,3,12,Osmia across Virginia,USA,Va., ,Winchester,39.1854,-78.1709,43174,1,1275,0,Trap Nest,,n,HMH,D
,,,.,,,no,pollen debris;120;;;,120,NA,,NA,NA,wood,6,3,11,Osmia across Virginia,USA,Va., ,Winchester,39.1854,-78.1709,43174,1,1276,0,Trap Nest,,n,HMH,D
,,,.,,,,;120;;;,120,NA,,NA,NA,wood,6,3,10,Osmia across Virginia,USA,Va., ,Winchester,39.1854,-78.1709,43174,1,1277,0,Trap Nest,,n,HMH,D
Hymenoptera-Apiformes,Megachilidae,Osmia,cornifrons,female,adult,yes,JF;120;;;,120,1,,NA,NA,wood,6,3,9,Osmia across Virginia,USA,Va., ,Winchester,39.1854,-78.1709,43558,1,1278,0,Trap Nest,,n,HMH,D
Hymenoptera-Apiformes,Megachilidae,Osmia,cornifrons,female,adult,yes,JF;120;;;,120,1,,A. naganensis,67.8,wood,6,3,8,Osmia across Virginia,USA,Va., ,Winchester,39.1854,-78.1709,43558,1,1279,1,Trap Nest,,n,HMH,D
Hymenoptera-Apiformes,Megachilidae,Osmia,cornifrons,male,adult,yes,JM;120;;;,120,1,,A. fusiformis,54.1,wood,6,3,7,Osmia across Virginia,USA,Va., ,Winchester,39.1854,-78.1709,43558,1,1280,1,Trap Nest,,n,HMH,D
Hymenoptera-Apiformes,Megachilidae,Osmia,cornifrons,male,adult,yes,JM;120;;;,120,1,,NA,47.2,wood,6,3,6,Osmia across Virginia,USA,Va., ,Winchester,39.1854,-78.1709,43558,1,1281,0,Trap Nest,,n,HMH,D
Hymenoptera-Apiformes,Megachilidae,Osmia,cornifrons,male,adult,yes,JM;120;;;,120,1,,NA,39.5,wood,6,3,5,Osmia across Virginia,USA,Va., ,Winchester,39.1854,-78.1709,43558,1,1282,0,Trap Nest,,n,HMH,D
Hymenoptera-Apiformes,Megachilidae,Osmia,cornifrons,male,adult,yes,JM;120;;;,120,1,,NA,47,wood,6,3,4,Osmia across Virginia,USA,Va., ,Winchester,39.1854,-78.1709,43558,1,1283,0,Trap Nest,,n,HMH,D
Hymenoptera-Apiformes,Megachilidae,Osmia,cornifrons,male,adult,yes,JM;120;;;,120,1,,NA,43.1,wood,6,3,3,Osmia across Virginia,USA,Va., ,Winchester,39.1854,-78.1709,43558,1,1284,0,Trap Nest,,n,HMH,D
Hymenoptera-Apiformes,Megachilidae,Osmia,cornifrons,male,adult,yes,JM;120;;;,120,1,,NA,37.3,wood,6,3,2,Osmia across Virginia,USA,Va., ,Winchester,39.1854,-78.1709,43558,1,1285,0,Trap Nest,,n,HMH,D
Hymenoptera-Apiformes,Megachilidae,Osmia,cornifrons,male,adult,yes,JM; crawled over table;120;;,120,NA,,NA,37.9,wood,6,3,1,Osmia across Virginia,USA,Va., ,Winchester,39.1854,-78.1709,43174,1,1286,0,Trap Nest,,n,HMH,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,JM;121;;;,121,1,,A. fusiformis,30.6,wood,6,2,9,Osmia across Virginia,USA,Va., ,Winchester,39.1607,-78.2175,43558,1,1287,1,Trap Nest,,n,OLS,A
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,JM;121;;;,121,1,,NA,49.3,wood,6,2,8,Osmia across Virginia,USA,Va., ,Winchester,39.1607,-78.2175,43558,1,1288,0,Trap Nest,,n,OLS,A
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,JM;121;;;,121,1,,NA,42.1,wood,6,2,7,Osmia across Virginia,USA,Va., ,Winchester,39.1607,-78.2175,43558,1,1289,0,Trap Nest,,n,OLS,A
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,JM;121;;;,121,1,,NA,48,wood,6,2,6,Osmia across Virginia,USA,Va., ,Winchester,39.1607,-78.2175,43558,1,1290,0,Trap Nest,,n,OLS,A
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,JM;121;;;,121,NA,,NA,34.8,wood,6,2,5,Osmia across Virginia,USA,Va., ,Winchester,39.1607,-78.2175,43558,1,1291,0,Trap Nest,,n,OLS,A
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,no,adult cadaver; JM;121;;,121,1,,NA,12.3,wood,6,2,4,Osmia across Virginia,USA,Va., ,Winchester,39.1607,-78.2175,43558,1,1292,0,Trap Nest,,n,OLS,A
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,,larva,no,larval cadaver EXS;121;;; taurus nest,121,1,,NA,NA,wood,6,2,3,Osmia across Virginia,USA,Va., ,Winchester,39.1607,-78.2175,43558,1,1293,0,Trap Nest,,n,OLS,A
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,no,adult cadaver; JM;121;;,121,1,,NA,8.7,wood,6,2,2,Osmia across Virginia,USA,Va., ,Winchester,39.1607,-78.2175,43558,1,1294,0,Trap Nest,,n,OLS,A
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,JM;121;;;,121,1,,NA,24.6,wood,6,2,1,Osmia across Virginia,USA,Va., ,Winchester,39.1607,-78.2175,43558,1,1295,0,Trap Nest,,n,OLS,A
,,,.,,,no,fungal debris;99;;;,99,NA,,NA,NA,wood,8,3,2,Osmia across Virginia,USA,Va.,Frederick,Cross Junction,39.4344,-78.3129,43177,1,1298,0,Trap Nest,,n,VIH,N
,,,.,,,no,fungal debris;99;;;,99,NA,,NA,NA,wood,8,3,1,Osmia across Virginia,USA,Va.,Frederick,Cross Junction,39.4344,-78.3129,43177,1,1299,0,Trap Nest,,n,VIH,N
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,already sampled (JM);122;;;,122,NA,,NA,NA,wood,6,2,9,Osmia across Virginia,USA,Va.,Westmoreland,Montross,38.103348,-76.665496,43447,1,1300,0,Trap Nest,,y,BWB,N
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,JM (got on desk);122;;;,122,NA,,NA,45.5,wood,6,2,8,Osmia across Virginia,USA,Va.,Westmoreland,Montross,38.103348,-76.665496,43558,1,1301,0,Trap Nest,,y,BWB,N
,,,.,,,no,pollen mass;122;;;,122,NA,,NA,NA,wood,6,2,7,Osmia across Virginia,USA,Va.,Westmoreland,Montross,38.103348,-76.665496,43447,1,1302,0,Trap Nest,,y,BWB,N
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,jm;122;;;,122,1,,NA,43.1,wood,6,2,6,Osmia across Virginia,USA,Va.,Westmoreland,Montross,38.103348,-76.665496,43558,1,1303,0,Trap Nest,,y,BWB,N
,,,.,,,no,pollen mass;122;;;,122,NA,,NA,NA,wood,6,2,5,Osmia across Virginia,USA,Va.,Westmoreland,Montross,38.103348,-76.665496,43447,1,1304,0,Trap Nest,,y,BWB,N
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,JM;122;;;,122,1,,NA,47.3,wood,6,2,4,Osmia across Virginia,USA,Va.,Westmoreland,Montross,38.103348,-76.665496,43558,1,1305,0,Trap Nest,,y,BWB,N
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,JM;122;;;,122,1,,NA,42,wood,6,2,3,Osmia across Virginia,USA,Va.,Westmoreland,Montross,38.103348,-76.665496,43558,1,1306,0,Trap Nest,,y,BWB,N
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,JM;122;;;,122,1,,NA,46.2,wood,6,2,2,Osmia across Virginia,USA,Va.,Westmoreland,Montross,38.103348,-76.665496,43558,1,1307,0,Trap Nest,,y,BWB,N
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,already sampled (JM);122;;;,122,NA,,NA,NA,wood,6,2,1,Osmia across Virginia,USA,Va.,Westmoreland,Montross,38.103348,-76.665496,43447,1,1308,0,Trap Nest,,y,BWB,N
,,,.,,,,;123;;;,123,NA,,NA,NA,wood,6,3,8,Osmia across Virginia,USA,Va.,Albemarle,Charlottesville,38.0568,-78.6615,43179,1,1309,0,Trap Nest,,n,CTM,N
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,JM;123;;;,123,1,,NA,52.9,wood,6,3,7,Osmia across Virginia,USA,Va.,Albemarle,Charlottesville,38.0568,-78.6615,43558,1,1310,0,Trap Nest,,n,CTM,N
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,female,adult,yes,already sampled (JF);123;;;,123,NA,,NA,NA,wood,6,3,6,Osmia across Virginia,USA,Va.,Albemarle,Charlottesville,38.0568,-78.6615,43558,1,1311,0,Trap Nest,,n,CTM,N
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,JM;123;;;,123,1,,NA,59.7,wood,6,3,5,Osmia across Virginia,USA,Va.,Albemarle,Charlottesville,38.0568,-78.6615,43558,1,1312,0,Trap Nest,,n,CTM,N
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,JM;123;;;,123,1,,NA,48.6,wood,6,3,4,Osmia across Virginia,USA,Va.,Albemarle,Charlottesville,38.0568,-78.6615,43558,1,1313,0,Trap Nest,,n,CTM,N
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,dropped cocoon on ground; JM;123;;;,123,NA,,NA,53.4,wood,6,3,3,Osmia across Virginia,USA,Va.,Albemarle,Charlottesville,38.0568,-78.6615,43558,1,1314,0,Trap Nest,,n,CTM,N
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,JM;123;;;,123,1,,NA,48.2,wood,6,3,2,Osmia across Virginia,USA,Va.,Albemarle,Charlottesville,38.0568,-78.6615,43558,1,1315,1,Trap Nest,,n,CTM,N
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,already sampled (JM);123;;;,123,NA,,NA,NA,wood,6,3,1,Osmia across Virginia,USA,Va.,Albemarle,Charlottesville,38.0568,-78.6615,43179,1,1316,0,Trap Nest,,n,CTM,N
,,,cornifrons,,,,already sampled (wasp);124;;;,124,NA,,NA,NA,wood,6,3,7,Osmia across Virginia,USA,Va.,Shenandoah,Maurertown,38.935833,-78.516111,43447,1,1317,0,Trap Nest,,y,SGN,A
Hymenoptera-Apiformes,Megachilidae,Osmia,cornifrons,female,adult,yes,JF;124;;;,124,1,,A. naganensis,72.9,wood,6,3,6,Osmia across Virginia,USA,Va.,Shenandoah,Maurertown,38.935833,-78.516111,43558,1,1318,1,Trap Nest,,y,SGN,A
,,,cornifrons,,,,chrysidid wasp; cornifrons nest;124;;;,124,1,,A. naganensis,45.5,wood,6,3,5,Osmia across Virginia,USA,Va.,Shenandoah,Maurertown,38.935833,-78.516111,43447,1,1319,1,Trap Nest,,y,SGN,A
Hymenoptera-Apiformes,Megachilidae,Osmia,cornifrons,female,adult,yes,JF;124;;;,124,1,,NA,66.9,wood,6,3,4,Osmia across Virginia,USA,Va.,Shenandoah,Maurertown,38.935833,-78.516111,43558,1,1320,0,Trap Nest,,y,SGN,A
,,,cornifrons,,,,chrysidid wasp?;124;;;,124,1,,NA,26.9,wood,6,3,3,Osmia across Virginia,USA,Va.,Shenandoah,Maurertown,38.935833,-78.516111,43447,1,1321,0,Trap Nest,,y,SGN,A
Hymenoptera-Apiformes,Megachilidae,Osmia,cornifrons,male,adult,yes,JM;124;;;,124,1,,NA,38.6,wood,6,3,2,Osmia across Virginia,USA,Va.,Shenandoah,Maurertown,38.935833,-78.516111,43558,1,1322,0,Trap Nest,,y,SGN,A
Hymenoptera-Apiformes,Megachilidae,Osmia,cornifrons,male,adult,yes,already sampled (JM);124;;;,124,NA,,NA,NA,wood,6,3,1,Osmia across Virginia,USA,Va.,Shenandoah,Maurertown,38.935833,-78.516111,43447,1,1323,0,Trap Nest,,y,SGN,A
,,,.,,,no,detritus; pollen;126;;,126,NA,,NA,NA,wood,6,3,11,Osmia across Virginia,USA,Va.,Clarke,Bluemont,39.1292,-77.8604,43179,1,1336,0,Trap Nest,,n,TVS,N
,,,.,,,no,detritus; pollen;126;;,126,NA,,NA,NA,wood,6,3,10,Osmia across Virginia,USA,Va.,Clarke,Bluemont,39.1292,-77.8604,43179,1,1337,0,Trap Nest,,n,TVS,N
,,,.,,,no,detritus; pollen;126;;,126,NA,,NA,NA,wood,6,3,9,Osmia across Virginia,USA,Va.,Clarke,Bluemont,39.1292,-77.8604,43179,1,1338,0,Trap Nest,,n,TVS,N
,,,.,,,no,detritus; pollen;126;;,126,NA,,NA,NA,wood,6,3,8,Osmia across Virginia,USA,Va.,Clarke,Bluemont,39.1292,-77.8604,43179,1,1339,0,Trap Nest,,n,TVS,N
,,,.,,,no,detritus; pollen;126;;,126,NA,,NA,NA,wood,6,3,7,Osmia across Virginia,USA,Va.,Clarke,Bluemont,39.1292,-77.8604,43179,1,1340,0,Trap Nest,,n,TVS,N
,,,.,,,no,detritus; pollen;126;;,126,NA,,NA,NA,wood,6,3,6,Osmia across Virginia,USA,Va.,Clarke,Bluemont,39.1292,-77.8604,43179,1,1341,0,Trap Nest,,n,TVS,N
,,,.,,,no,detritus; pollen;126;;,126,NA,,NA,NA,wood,6,3,5,Osmia across Virginia,USA,Va.,Clarke,Bluemont,39.1292,-77.8604,43179,1,1342,0,Trap Nest,,n,TVS,N
,,,.,,,no,detritus; pollen;126;;,126,NA,,NA,NA,wood,6,3,4,Osmia across Virginia,USA,Va.,Clarke,Bluemont,39.1292,-77.8604,43179,1,1343,0,Trap Nest,,n,TVS,N
,,,.,,,no,detritus; pollen;126;;,126,NA,,NA,NA,wood,6,3,3,Osmia across Virginia,USA,Va.,Clarke,Bluemont,39.1292,-77.8604,43179,1,1344,0,Trap Nest,,n,TVS,N
,,,.,,,no,detritus; pollen;126;;,126,NA,,NA,NA,wood,6,3,2,Osmia across Virginia,USA,Va.,Clarke,Bluemont,39.1292,-77.8604,43179,1,1345,0,Trap Nest,,n,TVS,N
,,,.,,,,;126;;;,126,NA,,NA,NA,wood,6,3,1,Osmia across Virginia,USA,Va.,Clarke,Bluemont,39.1292,-77.8604,43179,1,1346,0,Trap Nest,,n,TVS,N
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,JM;127;;;,127,1,,NA,22.8,wood,6,2,8,Osmia across Virginia,USA,Va., ,Charlottesville,38.0216,-78.4906,43558,1,1347,0,Trap Nest,,n,LJS,D
,,,.,,,no,pollen mass;127;;;,127,NA,,NA,NA,wood,6,2,7,Osmia across Virginia,USA,Va., ,Charlottesville,38.0216,-78.4906,43179,1,1348,0,Trap Nest,,n,LJS,D
,,,.,,,no,pollen mass;127;;;,127,NA,,NA,NA,wood,6,2,6,Osmia across Virginia,USA,Va., ,Charlottesville,38.0216,-78.4906,43179,1,1349,0,Trap Nest,,n,LJS,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,JM;127;;;,127,1,,NA,38.8,wood,6,2,5,Osmia across Virginia,USA,Va., ,Charlottesville,38.0216,-78.4906,43558,1,1350,0,Trap Nest,,n,LJS,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,JM;127;;;,127,1,,NA,24.6,wood,6,2,4,Osmia across Virginia,USA,Va., ,Charlottesville,38.0216,-78.4906,43558,1,1351,0,Trap Nest,,n,LJS,D
,,,.,,pupa,no,soft cocoon; pupal cadaver; pictures;127;,127,1,,NA,10.2,wood,6,2,3,Osmia across Virginia,USA,Va., ,Charlottesville,38.0216,-78.4906,43179,1,1352,0,Trap Nest,,n,LJS,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,JM;127;;;,127,1,,NA,23.4,wood,6,2,2,Osmia across Virginia,USA,Va., ,Charlottesville,38.0216,-78.4906,43558,1,1353,0,Trap Nest,,n,LJS,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,JM;127;;;,127,1,,NA,31.8,wood,6,2,1,Osmia across Virginia,USA,Va., ,Charlottesville,38.0216,-78.4906,43558,1,1354,0,Trap Nest,,n,LJS,D
,,,.,,,,;128;;;,128,NA,,NA,NA,wood,8,3,12,Osmia across Virginia,USA,Va.,Shenandoah,Maurertown,38.935833,-78.516111,43447,1,1355,0,Trap Nest,,y,SGN,A
,,,.,,,,;128;;;,128,NA,,NA,NA,wood,8,3,11,Osmia across Virginia,USA,Va.,Shenandoah,Maurertown,38.935833,-78.516111,43447,1,1356,0,Trap Nest,,y,SGN,A
,,,.,,,,;128;;;,128,NA,,NA,NA,wood,8,3,10,Osmia across Virginia,USA,Va.,Shenandoah,Maurertown,38.935833,-78.516111,43447,1,1357,0,Trap Nest,,y,SGN,A
,,,.,,,,;128;;;,128,NA,,NA,NA,wood,8,3,9,Osmia across Virginia,USA,Va.,Shenandoah,Maurertown,38.935833,-78.516111,43447,1,1358,0,Trap Nest,,y,SGN,A
,,,.,,,,;128;;;,128,NA,,NA,NA,wood,8,3,8,Osmia across Virginia,USA,Va.,Shenandoah,Maurertown,38.935833,-78.516111,43447,1,1359,0,Trap Nest,,y,SGN,A
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,JM;128;;;,128,1,,NA,40.6,wood,8,3,7,Osmia across Virginia,USA,Va.,Shenandoah,Maurertown,38.935833,-78.516111,43558,1,1360,0,Trap Nest,,y,SGN,A
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,JM;128;;;,128,1,,NA,37.6,wood,8,3,6,Osmia across Virginia,USA,Va.,Shenandoah,Maurertown,38.935833,-78.516111,43558,1,1361,0,Trap Nest,,y,SGN,A
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,JM;128;;;,128,1,,NA,38.4,wood,8,3,5,Osmia across Virginia,USA,Va.,Shenandoah,Maurertown,38.935833,-78.516111,43558,1,1362,0,Trap Nest,,y,SGN,A
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,JM;128;;;,128,1,,NA,35.4,wood,8,3,4,Osmia across Virginia,USA,Va.,Shenandoah,Maurertown,38.935833,-78.516111,43558,1,1363,0,Trap Nest,,y,SGN,A
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,JM; active;128;;,128,1,,A. naganensis,39.6,wood,8,3,3,Osmia across Virginia,USA,Va.,Shenandoah,Maurertown,38.935833,-78.516111,43558,1,1364,1,Trap Nest,,y,SGN,A
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,JM;128;;;,128,1,,NA,38.6,wood,8,3,2,Osmia across Virginia,USA,Va.,Shenandoah,Maurertown,38.935833,-78.516111,43558,1,1365,1,Trap Nest,,y,SGN,A
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,already sampled (JM);128;;;,128,NA,,NA,NA,wood,8,3,1,Osmia across Virginia,USA,Va.,Shenandoah,Maurertown,38.935833,-78.516111,43447,1,1366,0,Trap Nest,,y,SGN,A
,,,.,,,,fungal detritus;130;;;,130,NA,,NA,NA,wood,6,1,7,Osmia across Virginia,USA,Va.,Henry,Bassett,36.763656,-79.967006,43447,1,1378,0,Trap Nest,,y,NSD,N
,,,.,,,,fungal detritus;130;;;,130,NA,,NA,NA,wood,6,1,6,Osmia across Virginia,USA,Va.,Henry,Bassett,36.763656,-79.967006,43447,1,1379,0,Trap Nest,,y,NSD,N
,,,.,,,,fungal detritus;130;;;,130,1,,A. subglobosa,NA,wood,6,1,5,Osmia across Virginia,USA,Va.,Henry,Bassett,36.763656,-79.967006,43447,1,1380,1,Trap Nest,,y,NSD,N
,,,.,,,,fungal detritus;130;;;,130,NA,,NA,NA,wood,6,1,4,Osmia across Virginia,USA,Va.,Henry,Bassett,36.763656,-79.967006,43447,1,1381,0,Trap Nest,,y,NSD,N
,,,.,,,,fungal detritus;130;;;,130,1,,NA,NA,wood,6,1,3,Osmia across Virginia,USA,Va.,Henry,Bassett,36.763656,-79.967006,43447,1,1382,1,Trap Nest,,y,NSD,N
,,,.,,,,fungal detritus;130;;;,130,NA,,NA,NA,wood,6,1,2,Osmia across Virginia,USA,Va.,Henry,Bassett,36.763656,-79.967006,43447,1,1383,0,Trap Nest,,y,NSD,N
,,,.,,,,fungal detritus;130;;;,130,NA,,NA,NA,wood,6,1,1,Osmia across Virginia,USA,Va.,Henry,Bassett,36.763656,-79.967006,43447,1,1384,0,Trap Nest,,y,NSD,N
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,JM;131;;;,131,1,,NA,24.5,wood,6,1,8,Osmia across Virginia,USA,Va.,Fairfax,FairfaxStation,38.7812,-77.319,43558,1,1385,0,Trap Nest,,n,TCY,N
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,JM;131;;;,131,1,,A. fusiformis,24.3,wood,6,1,7,Osmia across Virginia,USA,Va.,Fairfax,FairfaxStation,38.7812,-77.319,43558,1,1386,1,Trap Nest,,n,TCY,N
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,JM;131;;;,131,1,,NA,32.8,wood,6,1,6,Osmia across Virginia,USA,Va.,Fairfax,FairfaxStation,38.7812,-77.319,43558,1,1387,0,Trap Nest,,n,TCY,N
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,Jm;131;;;,131,1,,NA,46,wood,6,1,5,Osmia across Virginia,USA,Va.,Fairfax,FairfaxStation,38.7812,-77.319,43558,1,1388,0,Trap Nest,,n,TCY,N
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,JM;131;;;,131,1,,NA,58,wood,6,1,4,Osmia across Virginia,USA,Va.,Fairfax,FairfaxStation,38.7812,-77.319,43558,1,1389,0,Trap Nest,,n,TCY,N
,,,.,,pupa,no,pupal cadaver (chalkbrood?);131;;;,131,1,,NA,49.1,wood,6,1,3,Osmia across Virginia,USA,Va.,Fairfax,FairfaxStation,38.7812,-77.319,43181,1,1390,0,Trap Nest,,n,TCY,N
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,JM;131;;;,131,1,,NA,61.8,wood,6,1,2,Osmia across Virginia,USA,Va.,Fairfax,FairfaxStation,38.7812,-77.319,43558,1,1391,0,Trap Nest,,n,TCY,N
,,,.,,larva,no,larval cadaver chalkbrood?;131;;;,131,1,,NA,44,wood,6,1,1,Osmia across Virginia,USA,Va.,Fairfax,FairfaxStation,38.7812,-77.319,43181,1,1392,0,Trap Nest,,n,TCY,N
,,,.,,,,delete from db - not a cell;133;;;,133,NA,,NA,NA,wood,8,1,13,Osmia across Virginia,USA,Va.,Fairfax,Fairfax,38.8051,-77.3065,43181,1,1403,0,Trap Nest,,n,MOL,D
Hymenoptera-Apiformes,Megachilidae,Osmia,cornifrons,female,adult,yes,JF; diabolical;133;;;,133,1,,NA,66.6,wood,8,1,12,Osmia across Virginia,USA,Va.,Fairfax,Fairfax,38.8051,-77.3065,43558,1,1404,0,Trap Nest,,n,MOL,D
Hymenoptera-Apiformes,Megachilidae,Osmia,cornifrons,female,adult,yes,JF;133;;;,133,1,,NA,69.8,wood,8,1,11,Osmia across Virginia,USA,Va.,Fairfax,Fairfax,38.8051,-77.3065,43558,1,1405,1,Trap Nest,,n,MOL,D
Hymenoptera-Apiformes,Megachilidae,Osmia,cornifrons,female,adult,yes,JF;133;;;,133,1,,NA,48.9,wood,8,1,10,Osmia across Virginia,USA,Va.,Fairfax,Fairfax,38.8051,-77.3065,43558,1,1406,0,Trap Nest,,n,MOL,D
Hymenoptera-Apiformes,Megachilidae,Osmia,cornifrons,female,adult,yes,JF;133;;;,133,1,,A. fusiformis,68.5,wood,8,1,9,Osmia across Virginia,USA,Va.,Fairfax,Fairfax,38.8051,-77.3065,43558,1,1407,1,Trap Nest,,n,MOL,D
Hymenoptera-Apiformes,Megachilidae,Osmia,cornifrons,female,adult,yes,JF;133;;;,133,1,,A. naganensis,79.4,wood,8,1,8,Osmia across Virginia,USA,Va.,Fairfax,Fairfax,38.8051,-77.3065,43558,1,1408,1,Trap Nest,,n,MOL,D
Hymenoptera-Apiformes,Megachilidae,Osmia,cornifrons,female,adult,yes,JF;133;;;,133,1,,NA,71.8,wood,8,1,7,Osmia across Virginia,USA,Va.,Fairfax,Fairfax,38.8051,-77.3065,43558,1,1409,0,Trap Nest,,n,MOL,D
Hymenoptera-Apiformes,Megachilidae,Osmia,cornifrons,female,adult,yes,JF;133;;;,133,1,,A. fusiformis,57.3,wood,8,1,6,Osmia across Virginia,USA,Va.,Fairfax,Fairfax,38.8051,-77.3065,43558,1,1410,1,Trap Nest,,n,MOL,D
Hymenoptera-Apiformes,Megachilidae,Osmia,cornifrons,male,adult,yes,JM;133;;;,133,1,,NA,38.4,wood,8,1,5,Osmia across Virginia,USA,Va.,Fairfax,Fairfax,38.8051,-77.3065,43558,1,1411,0,Trap Nest,,n,MOL,D
Hymenoptera-Apiformes,Megachilidae,Osmia,cornifrons,male,adult,yes,JM;133;;;,133,1,,NA,30.7,wood,8,1,4,Osmia across Virginia,USA,Va.,Fairfax,Fairfax,38.8051,-77.3065,43558,1,1412,0,Trap Nest,,n,MOL,D
Hymenoptera-Apiformes,Megachilidae,Osmia,cornifrons,male,adult,yes,JM;133;;;,133,1,,NA,33.6,wood,8,1,3,Osmia across Virginia,USA,Va.,Fairfax,Fairfax,38.8051,-77.3065,43558,1,1413,0,Trap Nest,,n,MOL,D
Hymenoptera-Apiformes,Megachilidae,Osmia,cornifrons,male,adult,yes,JM (crawled on desk);133;;;,133,NA,,NA,35.2,wood,8,1,2,Osmia across Virginia,USA,Va.,Fairfax,Fairfax,38.8051,-77.3065,43558,1,1414,0,Trap Nest,,n,MOL,D
Hymenoptera-Apiformes,Megachilidae,Osmia,cornifrons,male,adult,yes,JM;133;;;,133,1,,NA,37.7,wood,8,1,1,Osmia across Virginia,USA,Va.,Fairfax,Fairfax,38.8051,-77.3065,43558,1,1415,0,Trap Nest,,n,MOL,D
Hymenoptera-Apiformes,Megachilidae,Osmia,lignaria,.,pupa,no,from a BOB nest; pupal cadaver - earwig infested;134;;,134,1,,NA,20.2,wood,6,3,2,Osmia across Virginia,USA,Va.,Rockingham,Elkton,38.4091,-78.6134,43181,1,1417,0,Trap Nest,,n,BIL,D
Hymenoptera-Apiformes,Megachilidae,Osmia,lignaria,male,adult,yes,male BOB. Nest earwig infested;134;;;,134,1,,NA,34.1,wood,6,3,1,Osmia across Virginia,USA,Va.,Rockingham,Elkton,38.4091,-78.6134,43558,1,1418,0,Trap Nest,,n,BIL,D
Hymenoptera-Apiformes,Megachilidae,Osmia,cornifrons,male,adult,yes,JM;137;;;,137,1,,NA,38,wood,8,3,6,Osmia across Virginia,USA,Va.,Fairfax,GreatFalls,39.004,-77.2959,43558,1,1449,0,Trap Nest,,n,YWM,D
