ORDER_or_GROUP,FAMILY,GENUS,SPECIES,Sex,stage_found,alive,concatcomments,nest_id,Ascosphaera_screened,ASCO_ID,Ascosphaera,wt_mg,Hotel_Type,Hole_Diameter,Replicate,Cell_Position,Study,Country,State,County,Town,lat,lon,last_update,number_of_specimens,id,pcr_asco,Collected_From,species_switch_in_nest,pantrap_site,Location_Code,Landscape.Type
Hymenoptera-Apiformes,Megachilidae,Osmia,lignaria,male,adult,yes,BOB male;66;;;,66,1,,NA,46.2,wood,8,2,1,Osmia across Virginia,USA,, ,Winchester,39.191,-78.165,43558,1,735,0,Trap Nest,,n,WTW,D
,,,.,,,no,pollen mass;66;;;,66,NA,,NA,NA,wood,8,2,13,Osmia across Virginia,USA,, ,Winchester,39.191,-78.165,43144,13,736,0,Trap Nest,,n,WTW,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,female,adult,yes,jf;67;;;,67,1,,NA,85.3,wood,8,2,15,Osmia across Virginia,USA,Va.,Fairfax,Annandale,38.8556,-77.2355,43558,1,737,0,Trap Nest,,n,LLI,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,female,adult,yes,jf;67;;;,67,1,,NA,90,wood,8,2,14,Osmia across Virginia,USA,Va.,Fairfax,Annandale,38.8556,-77.2355,43558,1,738,0,Trap Nest,,n,LLI,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,female,adult,yes,jf;67;;;,67,1,,NA,77.8,wood,8,2,13,Osmia across Virginia,USA,Va.,Fairfax,Annandale,38.8556,-77.2355,43558,1,739,0,Trap Nest,,n,LLI,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,female,adult,yes,jf;67;;;,67,1,,A. fusiformis,79.6,wood,8,2,12,Osmia across Virginia,USA,Va.,Fairfax,Annandale,38.8556,-77.2355,43558,1,740,1,Trap Nest,,n,LLI,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,female,adult,yes,jf;67;;;,67,1,,NA,104.9,wood,8,2,11,Osmia across Virginia,USA,Va.,Fairfax,Annandale,38.8556,-77.2355,43558,1,741,0,Trap Nest,,n,LLI,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,female,adult,yes,jf;67;;;,67,1,,NA,103.2,wood,8,2,10,Osmia across Virginia,USA,Va.,Fairfax,Annandale,38.8556,-77.2355,43558,1,742,0,Trap Nest,,n,LLI,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,female,adult,yes,jf;67;;;,67,1,,A. fusiformis,95.2,wood,8,2,9,Osmia across Virginia,USA,Va.,Fairfax,Annandale,38.8556,-77.2355,43558,1,743,1,Trap Nest,,n,LLI,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,female,adult,yes,jf;67;;;,67,1,,NA,77.2,wood,8,2,8,Osmia across Virginia,USA,Va.,Fairfax,Annandale,38.8556,-77.2355,43558,1,744,0,Trap Nest,,n,LLI,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,jm;67;;;,67,1,,NA,57.9,wood,8,2,7,Osmia across Virginia,USA,Va.,Fairfax,Annandale,38.8556,-77.2355,43558,1,745,0,Trap Nest,,n,LLI,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,jm;67;;;,67,1,,NA,53.9,wood,8,2,6,Osmia across Virginia,USA,Va.,Fairfax,Annandale,38.8556,-77.2355,43558,1,746,0,Trap Nest,,n,LLI,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,jm;67;;;,67,1,,A. fusiformis,51.1,wood,8,2,5,Osmia across Virginia,USA,Va.,Fairfax,Annandale,38.8556,-77.2355,43558,1,747,1,Trap Nest,,n,LLI,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,jm;67;;;,67,1,,NA,53.3,wood,8,2,4,Osmia across Virginia,USA,Va.,Fairfax,Annandale,38.8556,-77.2355,43558,1,748,0,Trap Nest,,n,LLI,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,jm;67;;;,67,1,,NA,49.7,wood,8,2,3,Osmia across Virginia,USA,Va.,Fairfax,Annandale,38.8556,-77.2355,43558,1,749,0,Trap Nest,,n,LLI,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,jm;67;;;,67,1,,NA,49.5,wood,8,2,2,Osmia across Virginia,USA,Va.,Fairfax,Annandale,38.8556,-77.2355,43558,1,750,0,Trap Nest,,n,LLI,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,jm;67;;;,67,1,,NA,50.7,wood,8,2,1,Osmia across Virginia,USA,Va.,Fairfax,Annandale,38.8556,-77.2355,43558,1,751,0,Trap Nest,,n,LLI,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,female,adult,yes,JF;65;;;,65,1,,NA,77.9,wood,8,1,4,Osmia across Virginia,USA,Va.,Wythe,Wytheville,36.875414,-81.078391,43558,1,752,0,Trap Nest,,y,HIM,N
,,,.,,,,;68;;;,68,NA,,NA,NA,wood,6,3,8,Osmia across Virginia,USA,Va.,Montgomery,Blacksburg,37.2234,-80.3922,43136,1,753,0,Trap Nest,,n,TLW,D
,,,.,,,,;68;;;,68,NA,,NA,NA,wood,6,3,7,Osmia across Virginia,USA,Va.,Montgomery,Blacksburg,37.2234,-80.3922,43136,1,754,0,Trap Nest,,n,TLW,D
,,,.,,,,;68;;;,68,NA,,NA,NA,wood,6,3,6,Osmia across Virginia,USA,Va.,Montgomery,Blacksburg,37.2234,-80.3922,43136,1,755,0,Trap Nest,,n,TLW,D
,,,.,,,,;68;;;,68,NA,,NA,NA,wood,6,3,5,Osmia across Virginia,USA,Va.,Montgomery,Blacksburg,37.2234,-80.3922,43136,1,756,0,Trap Nest,,n,TLW,D
,,,.,,,,;68;;;,68,NA,,NA,NA,wood,6,3,4,Osmia across Virginia,USA,Va.,Montgomery,Blacksburg,37.2234,-80.3922,43136,1,757,0,Trap Nest,,n,TLW,D
,,,.,,,,;68;;;,68,NA,,NA,NA,wood,6,3,3,Osmia across Virginia,USA,Va.,Montgomery,Blacksburg,37.2234,-80.3922,43136,1,758,0,Trap Nest,,n,TLW,D
,,,.,,,,;68;;;,68,NA,,NA,NA,wood,6,3,2,Osmia across Virginia,USA,Va.,Montgomery,Blacksburg,37.2234,-80.3922,43136,1,759,0,Trap Nest,,n,TLW,D
,,,.,,,,;68;;;,68,NA,,NA,NA,wood,6,3,1,Osmia across Virginia,USA,Va.,Montgomery,Blacksburg,37.2234,-80.3922,43136,1,760,0,Trap Nest,,n,TLW,D
,,,.,,,,pollen provision;69;;;,69,NA,,NA,NA,wood,8,2,13,Osmia across Virginia,USA,Va., ,Charlottesville,38.0216,-78.4906,43137,1,761,0,Trap Nest,,n,LJS,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,jm;69;;;,69,1,,NA,24,wood,8,2,12,Osmia across Virginia,USA,Va., ,Charlottesville,38.0216,-78.4906,43558,1,762,0,Trap Nest,,n,LJS,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,pupa,no,pupal cadaver; jm?;69;;,69,1,,NA,7.7,wood,8,2,11,Osmia across Virginia,USA,Va., ,Charlottesville,38.0216,-78.4906,43558,1,763,0,Trap Nest,,n,LJS,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,,,;69;;;,69,1,,NA,NA,wood,8,2,10,Osmia across Virginia,USA,Va., ,Charlottesville,38.0216,-78.4906,43558,1,764,0,Trap Nest,,n,LJS,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,no,cadaver; adult; jm;69;,69,1,,NA,10.4,wood,8,2,9,Osmia across Virginia,USA,Va., ,Charlottesville,38.0216,-78.4906,43558,1,765,0,Trap Nest,,n,LJS,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,pupa,no,pupal cadaver;69;;;,69,1,,NA,8.3,wood,8,2,8,Osmia across Virginia,USA,Va., ,Charlottesville,38.0216,-78.4906,43558,1,766,0,Trap Nest,,n,LJS,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,jm;69;;;,69,1,,NA,25,wood,8,2,7,Osmia across Virginia,USA,Va., ,Charlottesville,38.0216,-78.4906,43558,1,767,0,Trap Nest,,n,LJS,D
,,,.,,,,pollen provision;69;;;,69,NA,,NA,NA,wood,8,2,6,Osmia across Virginia,USA,Va., ,Charlottesville,38.0216,-78.4906,43137,1,768,0,Trap Nest,,n,LJS,D
,,,.,,,,pollen provision;69;;;,69,NA,,NA,NA,wood,8,2,5,Osmia across Virginia,USA,Va., ,Charlottesville,38.0216,-78.4906,43137,1,769,0,Trap Nest,,n,LJS,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,jm;69;;;,69,1,,NA,29.2,wood,8,2,4,Osmia across Virginia,USA,Va., ,Charlottesville,38.0216,-78.4906,43558,1,770,0,Trap Nest,,n,LJS,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,jm;69;;;,69,1,,NA,36.8,wood,8,2,3,Osmia across Virginia,USA,Va., ,Charlottesville,38.0216,-78.4906,43558,1,771,0,Trap Nest,,n,LJS,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,jm;69;;;,69,1,,NA,38.9,wood,8,2,2,Osmia across Virginia,USA,Va., ,Charlottesville,38.0216,-78.4906,43558,1,772,0,Trap Nest,,n,LJS,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,jm;69;;;,69,1,,A. fusiformis,40.2,wood,8,2,1,Osmia across Virginia,USA,Va., ,Charlottesville,38.0216,-78.4906,43558,1,773,1,Trap Nest,,n,LJS,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,female,adult,yes,jf;70;;;,70,1,,NA,35.3,wood,8,1,14,Osmia across Virginia,USA,Va., ,Charlottesville,38.0216,-78.4906,43558,1,774,0,Trap Nest,,n,LJS,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,female,adult,yes,jf;70;;;,70,1,,NA,43.5,wood,8,1,13,Osmia across Virginia,USA,Va., ,Charlottesville,38.0216,-78.4906,43558,1,775,0,Trap Nest,,n,LJS,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,female,adult,yes,jf; super lethargic small;70;;,70,1,,NA,40.9,wood,8,1,12,Osmia across Virginia,USA,Va., ,Charlottesville,38.0216,-78.4906,43558,1,776,0,Trap Nest,,n,LJS,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,female,adult,yes,jf; super lethargic small;70;;,70,1,,NA,36.9,wood,8,1,11,Osmia across Virginia,USA,Va., ,Charlottesville,38.0216,-78.4906,43558,1,777,0,Trap Nest,,n,LJS,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,female,adult,yes,jf; small!;70;;,70,1,,NA,29.9,wood,8,1,10,Osmia across Virginia,USA,Va., ,Charlottesville,38.0216,-78.4906,43558,1,778,0,Trap Nest,,n,LJS,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,female,adult,yes,jf;70;;;,70,1,,NA,33.3,wood,8,1,9,Osmia across Virginia,USA,Va., ,Charlottesville,38.0216,-78.4906,43558,1,779,0,Trap Nest,,n,LJS,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,jm;70;;;,70,1,,NA,22,wood,8,1,8,Osmia across Virginia,USA,Va., ,Charlottesville,38.0216,-78.4906,43558,1,780,0,Trap Nest,,n,LJS,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,jm;70;;;,70,1,,NA,25.7,wood,8,1,7,Osmia across Virginia,USA,Va., ,Charlottesville,38.0216,-78.4906,43558,1,781,0,Trap Nest,,n,LJS,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,jm;70;;;,70,1,,NA,45,wood,8,1,6,Osmia across Virginia,USA,Va., ,Charlottesville,38.0216,-78.4906,43558,1,782,0,Trap Nest,,n,LJS,D
,,,.,,,no,pollen mass;70;;;,70,NA,,NA,NA,wood,8,1,5,Osmia across Virginia,USA,Va., ,Charlottesville,38.0216,-78.4906,43137,1,783,0,Trap Nest,,n,LJS,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,jm;70;;;,70,1,,A. fusiformis,53.6,wood,8,1,4,Osmia across Virginia,USA,Va., ,Charlottesville,38.0216,-78.4906,43558,1,784,1,Trap Nest,,n,LJS,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,jm;70;;;,70,1,,A. fusiformis,51.4,wood,8,1,3,Osmia across Virginia,USA,Va., ,Charlottesville,38.0216,-78.4906,43558,1,785,1,Trap Nest,,n,LJS,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,jm;70;;;,70,1,,NA,45.7,wood,8,1,2,Osmia across Virginia,USA,Va., ,Charlottesville,38.0216,-78.4906,43558,1,786,0,Trap Nest,,n,LJS,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,jm;70;;;,70,1,,NA,53.7,wood,8,1,1,Osmia across Virginia,USA,Va., ,Charlottesville,38.0216,-78.4906,43558,1,787,0,Trap Nest,,n,LJS,D
Hymenoptera-Apiformes,Megachilidae,Osmia,lignaria,male,adult,yes,bob male;71;;;,71,1,,NA,45.8,wood,8,3,2,Osmia across Virginia,USA,, ,Winchester,39.191,-78.165,43558,1,788,0,Trap Nest,,n,WTW,D
Hymenoptera-Apiformes,Megachilidae,Osmia,lignaria,female,adult,yes,female bob;71;;;,71,1,,NA,103.6,wood,8,3,8,Osmia across Virginia,USA,, ,Winchester,39.191,-78.165,43558,1,789,0,Trap Nest,,n,WTW,D
Hymenoptera-Apiformes,Megachilidae,Osmia,lignaria,female,adult,yes,bob female;71;;;,71,1,,NA,95.9,wood,8,3,7,Osmia across Virginia,USA,, ,Winchester,39.191,-78.165,43558,1,790,0,Trap Nest,,n,WTW,D
Hymenoptera-Apiformes,Megachilidae,Osmia,lignaria,female,adult,yes,female bob;71;;;,71,NA,,NA,88.3,wood,8,3,6,Osmia across Virginia,USA,, ,Winchester,39.191,-78.165,43558,1,791,0,Trap Nest,,n,WTW,D
Hymenoptera-Apiformes,Megachilidae,Osmia,lignaria,.,pupa,no,pupal cadaver; bob;71;;,71,1,,NA,46.8,wood,8,3,5,Osmia across Virginia,USA,, ,Winchester,39.191,-78.165,43138,1,792,0,Trap Nest,,n,WTW,D
Hymenoptera-Apiformes,Megachilidae,Osmia,lignaria,male,adult,yes,bob male;71;;;,71,1,,NA,62.4,wood,8,3,4,Osmia across Virginia,USA,, ,Winchester,39.191,-78.165,43558,1,793,0,Trap Nest,,n,WTW,D
Hymenoptera-Apiformes,Megachilidae,Osmia,lignaria,male,adult,yes,bob male;71;;;,71,1,,NA,55.3,wood,8,3,3,Osmia across Virginia,USA,, ,Winchester,39.191,-78.165,43558,1,794,0,Trap Nest,,n,WTW,D
,,,.,,,,should be id 795;71;;;,71,NA,,NA,NA,wood,8,3,2,Osmia across Virginia,USA,, ,Winchester,39.191,-78.165,43382,1,0,0,Trap Nest,,n,WTW,D
Hymenoptera-Apiformes,Megachilidae,Osmia,lignaria,male,adult,yes,bob male;71;;;,71,1,,NA,52.9,wood,8,3,1,Osmia across Virginia,USA,, ,Winchester,39.191,-78.165,43558,1,796,0,Trap Nest,,n,WTW,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,female,adult,yes,jf;72;;;,72,1,,NA,54.6,wood,8,3,13,Osmia across Virginia,USA,Va.,Fairfax,Annandale,38.8556,-77.2355,43558,1,797,0,Trap Nest,,n,LLI,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,jm;72;;;,72,1,,A. fusiformis,56.6,wood,8,3,12,Osmia across Virginia,USA,Va.,Fairfax,Annandale,38.8556,-77.2355,43558,1,798,1,Trap Nest,,n,LLI,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,female,adult,yes,jf;72;;;,72,1,,NA,88.4,wood,8,3,11,Osmia across Virginia,USA,Va.,Fairfax,Annandale,38.8556,-77.2355,43558,1,799,0,Trap Nest,,n,LLI,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,female,adult,yes,jf;72;;;,72,1,,NA,93.9,wood,8,3,10,Osmia across Virginia,USA,Va.,Fairfax,Annandale,38.8556,-77.2355,43558,1,800,0,Trap Nest,,n,LLI,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,female,adult,yes,jf;72;;;,72,1,,A. fusiformis,90.4,wood,8,3,9,Osmia across Virginia,USA,Va.,Fairfax,Annandale,38.8556,-77.2355,43558,1,801,1,Trap Nest,,n,LLI,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,female,adult,yes,jf;72;;;,72,1,,NA,96.9,wood,8,3,8,Osmia across Virginia,USA,Va.,Fairfax,Annandale,38.8556,-77.2355,43558,1,802,0,Trap Nest,,n,LLI,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,female,adult,yes,jf;72;;;,72,1,,NA,99.5,wood,8,3,7,Osmia across Virginia,USA,Va.,Fairfax,Annandale,38.8556,-77.2355,43558,1,803,0,Trap Nest,,n,LLI,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,jm;72;;;,72,1,,NA,77.4,wood,8,3,6,Osmia across Virginia,USA,Va.,Fairfax,Annandale,38.8556,-77.2355,43558,1,804,0,Trap Nest,,n,LLI,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,jm;72;;;,72,1,,NA,61.6,wood,8,3,5,Osmia across Virginia,USA,Va.,Fairfax,Annandale,38.8556,-77.2355,43558,1,805,0,Trap Nest,,n,LLI,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,jm;72;;;,72,1,,NA,61.3,wood,8,3,4,Osmia across Virginia,USA,Va.,Fairfax,Annandale,38.8556,-77.2355,43558,1,806,0,Trap Nest,,n,LLI,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,jm; broke out on floor;72;;,72,NA,,NA,54.9,wood,8,3,3,Osmia across Virginia,USA,Va.,Fairfax,Annandale,38.8556,-77.2355,43558,1,807,0,Trap Nest,,n,LLI,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,jm;72;;;,72,1,,NA,50.8,wood,8,3,2,Osmia across Virginia,USA,Va.,Fairfax,Annandale,38.8556,-77.2355,43558,1,808,0,Trap Nest,,n,LLI,D
Hymenoptera-Apiformes,Megachilidae,Osmia,taurus,male,adult,yes,jm;72;;;,72,1,,NA,54.5,wood,8,3,1,Osmia across Virginia,USA,Va.,Fairfax,Annandale,38.8556,-77.2355,43558,1,809,0,Trap Nest,,n,LLI,D
Hymenoptera-Apiformes,Megachilidae,Osmia,lignaria,female,adult,yes,bob female;73;;;,73,1,,NA,73.1,wood,8,1,10,Osmia across Virginia,USA,Va.,Greene,Stanardsville,38.293871,-78.516525,43447,1,810,0,Trap Nest,,y,WCH,A
Hymenoptera-Apiformes,Megachilidae,Osmia,lignaria,male,adult,yes,bob male;73;;;,73,NA,,NA,39.4,wood,8,1,9,Osmia across Virginia,USA,Va.,Greene,Stanardsville,38.293871,-78.516525,43447,1,811,0,Trap Nest,,y,WCH,A
Hymenoptera-Apiformes,Megachilidae,Osmia,lignaria,male,adult,yes,bob male;73;;;,73,1,,NA,48.7,wood,8,1,8,Osmia across Virginia,USA,Va.,Greene,Stanardsville,38.293871,-78.516525,43447,1,812,0,Trap Nest,,y,WCH,A
Hymenoptera-Apiformes,Megachilidae,Osmia,lignaria,female,adult,yes,bob female;73;;;,73,1,,NA,76.3,wood,8,1,7,Osmia across Virginia,USA,Va.,Greene,Stanardsville,38.293871,-78.516525,43447,1,813,0,Trap Nest,,y,WCH,A
,,,.,,,,pollen debris?;73;;;,73,NA,,NA,NA,wood,8,1,6,Osmia across Virginia,USA,Va.,Greene,Stanardsville,38.293871,-78.516525,43447,1,814,0,Trap Nest,,y,WCH,A
Hymenoptera-Apiformes,Megachilidae,Osmia,lignaria,male,adult,yes,bob male;73;;;,73,1,,NA,47.2,wood,8,1,5,Osmia across Virginia,USA,Va.,Greene,Stanardsville,38.293871,-78.516525,43447,1,815,0,Trap Nest,,y,WCH,A
,,,.,,,,debris?;73;;;,73,NA,,NA,NA,wood,8,1,4,Osmia across Virginia,USA,Va.,Greene,Stanardsville,38.293871,-78.516525,43447,1,816,0,Trap Nest,,y,WCH,A
Hymenoptera-Apiformes,Megachilidae,Osmia,lignaria,male,adult,yes,bob male;73;;;,73,1,,NA,50.9,wood,8,1,3,Osmia across Virginia,USA,Va.,Greene,Stanardsville,38.293871,-78.516525,43447,1,817,0,Trap Nest,,y,WCH,A
Hymenoptera-Apiformes,Megachilidae,Osmia,lignaria,male,adult,yes,bob male;73;;;,73,1,,NA,53.5,wood,8,1,2,Osmia across Virginia,USA,Va.,Greene,Stanardsville,38.293871,-78.516525,43447,1,818,0,Trap Nest,,y,WCH,A
Hymenoptera-Apiformes,Megachilidae,Osmia,lignaria,male,adult,yes,bob male;73;;;,73,1,,NA,51.7,wood,8,1,1,Osmia across Virginia,USA,Va.,Greene,Stanardsville,38.293871,-78.516525,43447,1,819,0,Trap Nest,,y,WCH,A
Hymenoptera-Apiformes,Megachilidae,Osmia,georgica,male,adult,yes,JM?;74;;;,74,1,,NA,16,wood,6,1,19,Osmia across Virginia,USA,Va.,Montgomery,Elliston,37.2676,-80.2664,43558,1,820,0,Trap Nest,,n,WOS,N
Hymenoptera-Apiformes,Megachilidae,Osmia,georgica,female,adult,yes,female o. georgica or JF?;74;;;,74,1,,NA,19.8,wood,6,1,18,Osmia across Virginia,USA,Va.,Montgomery,Elliston,37.2676,-80.2664,43558,1,821,0,Trap Nest,,n,WOS,N
Hymenoptera-Apiformes,Megachilidae,Osmia,georgica,male,adult,yes,JM;74;;;,74,1,,NA,26.1,wood,6,1,17,Osmia across Virginia,USA,Va.,Montgomery,Elliston,37.2676,-80.2664,43558,1,822,0,Trap Nest,,n,WOS,N
Hymenoptera-Apiformes,Megachilidae,Osmia,georgica,female,adult,yes,JF;74;;;,74,1,,NA,28.3,wood,6,1,16,Osmia across Virginia,USA,Va.,Montgomery,Elliston,37.2676,-80.2664,43558,1,823,0,Trap Nest,,n,WOS,N
Hymenoptera-Apiformes,Megachilidae,Osmia,georgica,female,adult,yes,JF;74;;;,74,1,,NA,31,wood,6,1,15,Osmia across Virginia,USA,Va.,Montgomery,Elliston,37.2676,-80.2664,43558,1,824,0,Trap Nest,,n,WOS,N
Hymenoptera-Apiformes,Megachilidae,Osmia,georgica,male,adult,yes,JM; usurper?;74;;,74,1,,NA,26.7,wood,6,1,14,Osmia across Virginia,USA,Va.,Montgomery,Elliston,37.2676,-80.2664,43558,1,825,0,Trap Nest,,n,WOS,N
Hymenoptera-Apiformes,Megachilidae,Osmia,georgica,female,adult,yes,O. georgica female; usurped by Japanese??;74;;,74,1,,NA,32.3,wood,6,1,13,Osmia across Virginia,USA,Va.,Montgomery,Elliston,37.2676,-80.2664,43558,1,826,0,Trap Nest,,n,WOS,N
Hymenoptera-Apiformes,Megachilidae,Osmia,georgica,male,adult,yes,JM; usurped by o. georgica?;74;;,74,1,,A. naganensis,30.6,wood,6,1,12,Osmia across Virginia,USA,Va.,Montgomery,Elliston,37.2676,-80.2664,43558,1,827,1,Trap Nest,,n,WOS,N
Hymenoptera-Apiformes,Megachilidae,Osmia,georgica,male,adult,yes,JM; usurped by o. georgica?;74;;,74,1,,NA,34,wood,6,1,11,Osmia across Virginia,USA,Va.,Montgomery,Elliston,37.2676,-80.2664,43558,1,828,0,Trap Nest,,n,WOS,N
Hymenoptera-Apiformes,Megachilidae,Osmia,georgica,male,adult,yes,JM; usurped by o. georgica?;74;;,74,1,,NA,33.2,wood,6,1,10,Osmia across Virginia,USA,Va.,Montgomery,Elliston,37.2676,-80.2664,43558,1,829,0,Trap Nest,,n,WOS,N
Hymenoptera-Apiformes,Megachilidae,Osmia,georgica,female,adult,yes,O. georgica female?;74;;;,74,1,,NA,34.4,wood,6,1,9,Osmia across Virginia,USA,Va.,Montgomery,Elliston,37.2676,-80.2664,43558,1,830,0,Trap Nest,,n,WOS,N
Hymenoptera-Apiformes,Megachilidae,Osmia,georgica,male,adult,yes,o. georgica male?;74;;;,74,1,,NA,34.7,wood,6,1,8,Osmia across Virginia,USA,Va.,Montgomery,Elliston,37.2676,-80.2664,43558,1,831,0,Trap Nest,,n,WOS,N
Hymenoptera-Apiformes,Megachilidae,Osmia,georgica,male,adult,yes,o. georgica male?;74;;;,74,1,,A. naganensis,21.8,wood,6,1,7,Osmia across Virginia,USA,Va.,Montgomery,Elliston,37.2676,-80.2664,43558,1,832,1,Trap Nest,,n,WOS,N
Hymenoptera-Apiformes,Megachilidae,Osmia,georgica,male,adult,yes,o. georgica male?;74;;;,74,1,,NA,20.5,wood,6,1,6,Osmia across Virginia,USA,Va.,Montgomery,Elliston,37.2676,-80.2664,43558,1,833,0,Trap Nest,,n,WOS,N
Hymenoptera-Apiformes,Megachilidae,Osmia,georgica,male,adult,yes,o. georgica male?;74;;;,74,1,,A. naganensis,20.7,wood,6,1,5,Osmia across Virginia,USA,Va.,Montgomery,Elliston,37.2676,-80.2664,43558,1,834,1,Trap Nest,,n,WOS,N
Hymenoptera-Apiformes,Megachilidae,Osmia,georgica,male,adult,yes,o. georgica male?;74;;;,74,1,,NA,24.9,wood,6,1,4,Osmia across Virginia,USA,Va.,Montgomery,Elliston,37.2676,-80.2664,43558,1,835,1,Trap Nest,,n,WOS,N
Hymenoptera-Apiformes,Megachilidae,Osmia,georgica,male,adult,yes,o. georgica male?;74;;;,74,1,,NA,22.3,wood,6,1,3,Osmia across Virginia,USA,Va.,Montgomery,Elliston,37.2676,-80.2664,43558,1,836,0,Trap Nest,,n,WOS,N
Hymenoptera-Apiformes,Megachilidae,Osmia,georgica,male,adult,yes,o. georgica male?;74;;;,74,1,,A. naganensis,21.9,wood,6,1,2,Osmia across Virginia,USA,Va.,Montgomery,Elliston,37.2676,-80.2664,43558,1,837,1,Trap Nest,,n,WOS,N
Hymenoptera-Apiformes,Megachilidae,Osmia,georgica,male,adult,yes,o. georgica male?;74;;;,74,1,,NA,19.2,wood,6,1,1,Osmia across Virginia,USA,Va.,Montgomery,Elliston,37.2676,-80.2664,43558,1,838,1,Trap Nest,,n,WOS,N
Hymenoptera-Apiformes,Megachilidae,Osmia,cornifrons,female,adult,yes,JF;75;;;,75,1,,NA,67.1,wood,6,3,5,Osmia across Virginia,USA,Md.,Montgomery,Cabin John,38.969555,-77.176369,43558,1,839,0,Trap Nest,,y,LLB,N
Hymenoptera-Apiformes,Megachilidae,Osmia,cornifrons,female,adult,yes,JF;75;;;,75,1,,NA,66,wood,6,3,4,Osmia across Virginia,USA,Md.,Montgomery,Cabin John,38.969555,-77.176369,43558,1,840,0,Trap Nest,,y,LLB,N
Hymenoptera-Apiformes,Megachilidae,Osmia,cornifrons,male,adult,yes,JM;75;;;,75,NA,,NA,51.1,wood,6,3,3,Osmia across Virginia,USA,Md.,Montgomery,Cabin John,38.969555,-77.176369,43558,1,841,0,Trap Nest,,y,LLB,N
Hymenoptera-Apiformes,Megachilidae,Osmia,cornifrons,male,adult,yes,JM;75;;;,75,1,,NA,50.8,wood,6,3,2,Osmia across Virginia,USA,Md.,Montgomery,Cabin John,38.969555,-77.176369,43558,1,842,0,Trap Nest,,y,LLB,N
